date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:31	189200/189200	---M--	200	added ('OK')	image/jpeg	etag:%2257ac33e5-2e310%22	http://berg.maskandesign.com/html/images/dent3.jpg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/images/dent3.jpg	(from http://berg.maskandesign.com/html/02_23_multipage_dentist.html)
12:02:43	1010258/1010258	---M--	200	added ('OK')	image/jpeg	etag:%2257ac33eb-f6a52%22	http://berg.maskandesign.com/html/images/sea1.jpg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/images/sea1.jpg	(from http://berg.maskandesign.com/html/02_22_multipage_retro.html)
12:03:04	123448/123448	---M--	200	added ('OK')	image/jpeg	etag:%2257ac33e4-1e238%22	http://berg.maskandesign.com/html/images/business2.jpg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/images/business2.jpg	(from http://berg.maskandesign.com/html/04_01_blog_sidebar_left.html)
12:03:05	237382/237382	---M--	200	added ('OK')	image/jpeg	etag:%2257ac33e8-39f46%22	http://berg.maskandesign.com/html/images/lost.jpg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/images/lost.jpg	(from http://berg.maskandesign.com/html/03_09_page_404.html)
12:03:10	230/230	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2006:03:15%20GMT	http://berg.maskandesign.com/html/Popover%20requires%20tooltip.js	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/Popover%20requires%20tooltip.19e.delayed	(from http://berg.maskandesign.com/html/js/bootstrap.min.js)
12:03:13	8976/8976	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-2310%22	http://berg.maskandesign.com/html/fonts/sound/flaticon.eot	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/sound/flaticon.eot	(from http://berg.maskandesign.com/html/fonts/sound/flaticon.css)
12:03:13	5244/5244	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-147c%22	http://berg.maskandesign.com/html/fonts/sound/flaticon.woff	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/sound/flaticon.woff	(from http://berg.maskandesign.com/html/fonts/sound/flaticon.css)
12:03:15	53169/53169	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257ac332d-cfb1%22	http://berg.maskandesign.com/html/fonts/sound/flaticon.svg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/sound/flaticon.svg	(from http://berg.maskandesign.com/html/fonts/sound/flaticon.css)
12:03:15	8808/8808	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-2268%22	http://berg.maskandesign.com/html/fonts/sound/flaticon.ttf	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/sound/flaticon.ttf	(from http://berg.maskandesign.com/html/fonts/sound/flaticon.css)
12:03:18	12248/12248	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-2fd8%22	http://berg.maskandesign.com/html/fonts/health/flaticon.woff	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/health/flaticon.woff	(from http://berg.maskandesign.com/html/fonts/health/flaticon.css)
12:03:18	19640/19640	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-4cb8%22	http://berg.maskandesign.com/html/fonts/health/flaticon.eot	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/health/flaticon.eot	(from http://berg.maskandesign.com/html/fonts/health/flaticon.css)
12:03:21	114801/114801	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257ac332d-1c071%22	http://berg.maskandesign.com/html/fonts/health/flaticon.svg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/health/flaticon.svg	(from http://berg.maskandesign.com/html/fonts/health/flaticon.css)
12:03:22	19472/19472	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-4c10%22	http://berg.maskandesign.com/html/fonts/health/flaticon.ttf	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/health/flaticon.ttf	(from http://berg.maskandesign.com/html/fonts/health/flaticon.css)
12:03:24	371589/371589	---M--	200	added ('OK')	image/jpeg	etag:%2257ac33e5-5ab85%22	http://berg.maskandesign.com/html/images/city.jpg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/images/city.jpg	(from http://berg.maskandesign.com/html/03_10_page_comingsoon.html)
12:03:29	24660/24660	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-6054%22	http://berg.maskandesign.com/html/fonts/spa/flaticon.woff	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/spa/flaticon.woff	(from http://berg.maskandesign.com/html/fonts/spa/flaticon.css)
12:03:29	40836/40836	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-9f84%22	http://berg.maskandesign.com/html/fonts/spa/flaticon.eot	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/spa/flaticon.eot	(from http://berg.maskandesign.com/html/fonts/spa/flaticon.css)
12:03:29	5398165/5398165	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2257ac33e7-525e95%22	http://berg.maskandesign.com/html/images/food_where.jpg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/images/food_where.jpg	(from http://berg.maskandesign.com/html/02_12_multipage_cafe.html)
12:03:34	9064/9064	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-2368%22	http://berg.maskandesign.com/html/fonts/dentist/flaticon.eot	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/dentist/flaticon.eot	(from http://berg.maskandesign.com/html/fonts/dentist/flaticon.css)
12:03:34	298092/298092	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257ac332d-48c6c%22	http://berg.maskandesign.com/html/fonts/spa/flaticon.svg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/spa/flaticon.svg	(from http://berg.maskandesign.com/html/fonts/spa/flaticon.css)
12:03:35	5976/5976	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-1758%22	http://berg.maskandesign.com/html/fonts/dentist/flaticon.woff	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/dentist/flaticon.woff	(from http://berg.maskandesign.com/html/fonts/dentist/flaticon.css)
12:03:37	8896/8896	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-22c0%22	http://berg.maskandesign.com/html/fonts/dentist/flaticon.ttf	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/dentist/flaticon.ttf	(from http://berg.maskandesign.com/html/fonts/dentist/flaticon.css)
12:03:37	63443/63443	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257ac332d-f7d3%22	http://berg.maskandesign.com/html/fonts/dentist/flaticon.svg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/dentist/flaticon.svg	(from http://berg.maskandesign.com/html/fonts/dentist/flaticon.css)
12:03:38	40668/40668	---M--	200	added ('OK')	application/octet-stream	etag:%2257ac332d-9edc%22	http://berg.maskandesign.com/html/fonts/spa/flaticon.ttf	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/fonts/spa/flaticon.ttf	(from http://berg.maskandesign.com/html/fonts/spa/flaticon.css)
12:03:38	227/227	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2006:03:43%20GMT	http://berg.maskandesign.com/html/css/font/ytp-regular.eot	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/css/font/ytp-regular.eot	(from http://berg.maskandesign.com/html/css/jquery.mb.YTPlayer.min.css)
12:03:40	586423/586423	---M--	200	added ('OK')	image/jpeg	etag:%2257ac33ec-8f2b7%22	http://berg.maskandesign.com/html/images/travel1.jpg	C:/My%20Web%20Sites/trizone_2/berg.maskandesign.com/html/images/travel1.jpg	(from http://berg.maskandesign.com/html/03_06_page_login.html)
